Stat,Test,ODI,T20,IPL
Matches,17,47,96,14
Innings,22,32,23,4
Balls,1722,816,230,30
Runs,1024,825,327,40
Maidens,26,1,0,0
Wickets,33,16,9,2
Avg,31.03,51.56,36.33,20.0
Eco,3.57,6.07,8.53,8
SR,52.18,51.0,25.56,15.0
BBI,5/45,3/37,3/6,1/10
BBM,5/45,3/37,3/6,1/10
