Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",2(9),CHNW,T20I,Mong Kok,07 May 26,22.2,0,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",10(19),HKC W,T20I,Mong Kok,07 May 26,52.6,2,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2025,1*(1),UAEW,T20I,Bangkok,09 May 25,100,0,0
