Stat,Test,ODI,T20,IPL
Matches,85,90,20,208
Innings,0,0,0,1
Balls,0,0,0,6
Runs,0,0,0,5
Maidens,0,0,0,0
Wickets,0,0,0,1
Avg,0.0,0.0,0.0,5.0
Eco,0,0,0,5
SR,0.0,0.0,0.0,6.0
BBI,-/-,-/-,-/-,1/5
BBM,-/-,-/-,-/-,1/5
