batter,runs,balls,fours,sixes,strike_rate,dismissal
Lokesh Rahul,17,19,1,0,89.47,b Rahul Chahar
Mayank Agarwal,25,18,3,0,138.89,b Bumrah
Karun Nair,0,3,0,0,0.0,b Krunal Pandya
Nicholas Pooran,44,27,3,2,162.96,c de Kock b James Pattinson
Glenn Maxwell,11,18,0,0,61.11,c Boult b Rahul Chahar
James Neesham,7,7,0,0,100.0,c Suryakumar Yadav b Bumrah
Sarfaraz Khan,7,8,1,0,87.5,lbw b James Pattinson
Krishnappa Gowtham,22,13,2,1,169.23,not out
Ravi Bishnoi,1,5,0,0,20.0,c Suryakumar Yadav b Boult
Mohammed Shami,2,2,0,0,100.0,not out
