batter,runs,balls,fours,sixes,strike_rate,dismissal
Wriddhiman Saha,12,11,2,0,109.09,c Matheesha Pathirana b D Chahar
Shubman Gill,42,38,4,1,110.53,c Conway b D Chahar
Hardik Pandya,8,7,1,0,114.29,c Ravindra Jadeja b M Theekshana
Dasun Shanaka,17,16,1,1,106.25,c M Theekshana b Ravindra Jadeja
David Miller,4,6,0,0,66.67,b Ravindra Jadeja
Vijay Shankar,14,10,0,1,140.0,c Ruturaj Gaikwad b Matheesha Pathirana
Rahul Tewatia,3,5,0,0,60.0,b M Theekshana
Rashid Khan,30,16,3,2,187.5,c Conway b Tushar Deshpande
Darshan Nalkande,0,1,0,0,0.0,run out ((sub)Subhranshu Senapati)
Noor Ahmad,7,5,1,0,140.0,not out
Mohammed Shami,5,5,1,0,100.0,c D Chahar b Matheesha Pathirana
