batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,40,34,4,1,117.65,c SN Thakur b Stokes
Shikhar Dhawan,19,12,2,1,158.33,b Stokes
Kane Williamson,4,2,1,0,200.0,c Dhoni b Stokes
Yuvraj Singh,47,43,4,2,109.3,c R Tripathi b Unadkat
Moises Henriques,4,6,0,0,66.67,b Tahir
Naman Ojha,9,9,0,1,100.0,c Stokes b Unadkat
Bipul Sharma,8,7,0,0,114.29,c Stokes b Unadkat
Rashid Khan,3,4,0,0,75.0,c and b Unadkat
Bhuvneshwar Kumar,0,1,0,0,0.0,c Manoj Tiwary b Unadkat
Siddarth Kaul,0,2,0,0,0.0,not out
