Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",2-17,CHNW,T20I,Mong Kok,08 May 26,4.2,4,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",2-17,CHNW,T20I,Mong Kok,07 May 26,4.2,4,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",1-28,HKC W,T20I,Mong Kok,07 May 26,7,4,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,0-9,BTNW,T20I,Gelephu,27 Jan 26,9,1,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,0-10,HKC W,T20I,Gelephu,26 Jan 26,5,2,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,0-17,BTNW,T20I,Gelephu,24 Jan 26,5.6,3,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,1-34,HKC W,T20I,Gelephu,21 Jan 26,8.5,4,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,2-17,BTNW,T20I,Gelephu,20 Jan 26,5.6,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",1-19,HKC W,T20I,Kuala Lumpur,01 Dec 25,9.5,2,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",1-13,HKC W,T20I,Kuala Lumpur,30 Nov 25,6.5,2,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-21,UAEW,T20I,Kuala Lumpur,18 Feb 24,5.2,4,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-26,NEPW,T20I,Kuala Lumpur,16 Feb 24,8.6,3,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,3-14,JPNW,T20I,Kuala Lumpur,14 Feb 24,3.5,4,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-8,QATW,T20I,Kuala Lumpur,11 Feb 24,2.6,3,1
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,2-7,IDNW,T20I,Kuala Lumpur,10 Feb 24,1.7,4,0
"KUWAIT WOMEN TOUR OF MALAYSIA, 2024",1-10,KUWW,T20I,Johor Bahru,04 Feb 24,5,2,0
"ASIAN GAMES WOMENS T20I, 2023",1-26,INDW,T20I,Hangzhou,21 Sep 23,13,2,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,1-12,HKC W,T20I,Kuala Lumpur,13 Sep 23,4,3,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,1-13,HKC W,T20I,Kuala Lumpur,12 Sep 23,4.3,3,0
"WOMENS ASIA CUP T20, 2022",0-8,INDW,T20I,Sylhet,03 Oct 22,8,1,0
"WOMENS ASIA CUP T20, 2022",0-11,PAKW,T20I,Sylhet,02 Oct 22,11,1,0
"MALAYSIA WOMEN TOUR OF SINGAPORE, 2022",2-19,SINW,T20I,Singapore,10 Jul 22,5.4,3.5,0
"MALAYSIA WOMEN TOUR OF SINGAPORE, 2022",0-12,SINW,T20I,Singapore,08 Jul 22,3,4,1
ACC WOMENS T20 CHAMPIONSHIP 2022,1-13,UAEW,T20I,Kuala Lumpur,25 Jun 22,4.3,3,0
ACC WOMENS T20 CHAMPIONSHIP 2022,0-12,HKC W,T20I,Kuala Lumpur,24 Jun 22,6,2,0
ACC WOMENS T20 CHAMPIONSHIP 2022,0-4,OMANW,T20I,Kuala Lumpur,22 Jun 22,2,2,0
ACC WOMENS T20 CHAMPIONSHIP 2022,1-18,UAEW,T20I,"Bangi, Malaysia",20 Jun 22,9,2,0
ACC WOMENS T20 CHAMPIONSHIP 2022,0-10,QATW,T20I,"Bangi, Malaysia",18 Jun 22,5,2,0
ACC WOMENS T20 CHAMPIONSHIP 2022,2-7,SINW,T20I,Kuala Lumpur,17 Jun 22,2.9,2.4,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,2-19,KENW,T20I,Kuala Lumpur,23 Jan 22,4.7,4,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,0-30,SLW,T20I,Kuala Lumpur,22 Jan 22,7.5,4,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,2-29,SCOW,T20I,Kuala Lumpur,19 Jan 22,7.2,4,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,0-22,BANW,T20I,Kuala Lumpur,18 Jan 22,5.5,4,0
"SAUDARI CUP, 2019",1-8,SINW,T20I,Singapore,28 Aug 19,4,2,0
THAILAND WOMENS T20 SMASH 2019,1-16,MMRW,T20I,Bangkok,18 Jan 19,5.3,3,0
THAILAND WOMENS T20 SMASH 2019,6-3,CHNW,T20I,Bangkok,16 Jan 19,0.7,4,1
THAILAND WOMENS T20 SMASH 2019,0-7,NEPW,T20I,Bangkok,13 Jan 19,7,1,0
"WOMENS ASIA CUP T20, 2018",0-9,BANW,T20I,Kuala Lumpur,09 Jun 18,9,1,0
