batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,5,9,0,0,55.56,c Manoj Tiwary b S Narine
Piyush Chawla,13,8,0,1,162.5,not out
David Hussey,32,31,1,1,103.23,run out (G Gambhir/R Bhatia)
Shaun Marsh,1,6,0,0,16.67,b S Narine
Praveen Kumar,0,1,0,0,0.0,b S Narine
Dimitri Mascarenhas,0,1,0,0,0.0,c M Bisla b R Bhatia
Paras Dogra,6,11,0,0,54.55,c D Das b R Bhatia
Harmeet Singh Bansal,14,6,3,0,233.33,c M Bisla b S Narine
Bipul Sharma,12,11,0,1,109.09,c M Bisla b S Narine
Mandeep Singh,38,34,3,1,111.76,c R Doeschate b S Hasan
Bhargav Bhatt,6,2,0,1,300.0,not out
