batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,27,18,3,1,150.0,c K Cooper b A Singh
Piyush Chawla,10,8,0,1,125.0,b K Cooper
David Hussey,13,10,1,0,130.0,c K Cooper b S Trivedi
Shaun Marsh,7,6,1,0,116.67,c R Dravid b K Cooper
Praveen Kumar,10,6,0,1,166.67,run out (K Cooper/S Goswami)
Abhishek Nayar,10,10,0,1,100.0,c S Goswami b K Cooper
Paul Valthaty,13,15,2,0,86.67,c A Singh b K Cooper
Harmeet Singh Bansal,1,1,0,0,100.0,not out
Bipul Sharma,18,13,2,0,138.46,c A Rahane b A Chavan
Mandeep Singh,34,25,5,0,136.0,b A Chavan
James Faulkner,11,9,0,0,122.22,not out
