batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,43,28,4,2,153.57,c sub (GJ Bailey) b Morkel
Mohammad Kaif,14,16,0,0,87.5,c Morkel b Muralitharan
Irfan Pathan,39,32,5,1,121.88,b Balaji
Mahela Jayawardene,3,5,0,0,60.0,lbw b Muralitharan
Kumar Sangakkara,15,16,2,0,93.75,st Patel b Muralitharan
Piyush Chawla,8,4,2,0,200.0,not out
Ramesh Powar,2,1,0,0,200.0,not out
Ravi Bopara,1,8,0,0,12.5,c Balaji b Morkel
Manvinder Bisla,7,9,1,0,77.78,run out (Hayden/Morkel)
Rusty Theron,0,1,0,0,0.0,run out (Raina)
