Stat,Test,ODI,T20,IPL
Matches,0,4,89,6
Innings,0,3,84,6
Runs,0,59,2279,45
Balls,0,56,1557,41
Highest,0,26,97,21
Average,0,19.67,31.22,7.5
SR,0,105.36,146.38,109.76
Not Out,0,0,11,0
Fours,0,3,213,6
Sixes,0,2,110,1
Ducks,0,0,5,2
