over,runs,wickets
1,4,0
2,10,0
3,9,0
4,15,0
5,25,0
6,12,0
7,9,0
8,9,0
9,7,0
10,12,0
11,6,0
12,13,0
13,8,0
14,9,0
15,6,0
16,9,0
17,14,0
18,2,0
19,8,0
20,7,0
