batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Warne,6,3,0,1,200.0,st Karthik b Mishra
Graeme Smith,0,4,0,0,0.0,c Salvi b Nannes
Johan Botha,37,31,3,0,119.35,c Sehwag b Maharoof
Munaf Patel,23,10,5,0,230.0,not out
Ravindra Jadeja,24,18,3,0,133.33,c Karthik b Salvi
Yusuf Pathan,1,5,0,0,20.0,c Karthik b Maharoof
Siddharth Trivedi,6,10,0,0,60.0,not out
Naman Ojha,9,17,1,0,52.94,c Sehwag b Salvi
Rob Quiney,6,10,1,0,60.0,c Nannes b Nehra
Amit Singh,0,1,0,0,0.0,st Karthik b Mishra
Abhishek Raut,11,13,0,0,84.62,b Mishra
