batter,runs,balls,fours,sixes,strike_rate,dismissal
Gautam Gambhir,6,8,0,0,75.0,c S Iyer b Zaheer
Piyush Chawla,8,5,2,0,160.0,lbw b Zaheer
Robin Uthappa,72,52,6,2,138.46,c Nair b C Morris
Yusuf Pathan,10,9,1,0,111.11,c A Mishra b C Brathwaite
Umesh Yadav,2,3,0,0,66.67,c C Morris b Zaheer
Sunil Narine,4,3,0,0,133.33,run out (S Iyer)
Rajagopal Sathish,6,7,1,0,85.71,c C Morris b C Brathwaite
Andre Russell,17,12,2,1,141.67,c & b A Mishra
Suryakumar Yadav,21,13,1,1,161.54,c S Iyer b C Brathwaite
Jason Holder,0,1,0,0,0.0,run out (C Morris)
