Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",59(56),HKC W,T20I,Mong Kok,08 May 26,105.3,5,1
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",25(31),MLYW,T20I,Mong Kok,08 May 26,80.6,2,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",16(30),MLYW,T20I,Mong Kok,07 May 26,53.3,1,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,19*(26),MGLW,T20I,Hangzhou,25 Sep 25,73,2,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,19(26),HKC W,T20I,Hangzhou,23 Sep 25,73,2,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,0(1),MMRW,T20I,Hangzhou,22 Sep 25,0,0,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,DNB,MGLW,T20I,Hangzhou,20 Sep 25,DNB,DNB,DNB
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,17*(12),PHIW,T20I,"Sano, Kanto",08 Jun 25,141.6,2,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,13(15),JPNW,T20I,"Sano, Kanto",06 Jun 25,86.6,0,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,0(3),MGLW,T20I,"Sano, Kanto",05 Jun 25,0,0,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,0(1),PHIW,T20I,"Sano, Kanto",04 Jun 25,0,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",1(7),HKC W,T20I,Hangzhou,10 Nov 24,14.2,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",0(4),MMRW,T20I,Hangzhou,09 Nov 24,0,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",5(11),HKC W,T20I,Hangzhou,08 Nov 24,45.4,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",DNB,MGLW,T20I,Hangzhou,07 Nov 24,DNB,DNB,DNB
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,DNB,OMANW,T20I,Kuala Lumpur,13 Feb 24,DNB,DNB,DNB
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,2(6),JPNW,T20I,Kuala Lumpur,11 Feb 24,33.3,0,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1(6),UAEW,T20I,Bangi,10 Feb 24,16.6,0,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,DNB,MMRW,T20I,"Bangi, Malaysia",04 Sep 23,DNB,DNB,DNB
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,0(3),THAIW,T20I,"Bangi, Malaysia",03 Sep 23,0,0,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,6(15),HKC W,T20I,Kuala Lumpur,01 Sep 23,40,1,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,3(7),KUWW,T20I,Kuala Lumpur,31 Aug 23,42.8,0,0
WOMENS EAST ASIA CUP 2023,0(1),HKC W,T20I,Hangzhou,28 May 23,0,0,0
WOMENS EAST ASIA CUP 2023,14(10),JPNW,T20I,Hangzhou,27 May 23,140,3,0
WOMENS EAST ASIA CUP 2023,19(17),HKC W,T20I,Hangzhou,26 May 23,111.7,2,0
WOMENS EAST ASIA CUP 2023,0(2),JPNW,T20I,Hangzhou,26 May 23,0,0,0
WOMENS EAST ASIA CUP 2023,7(13),HKC W,T20I,Hangzhou,25 May 23,53.8,0,0
