Stat,Test,ODI,T20
WPL,Matches,0,0
Innings,0,0,23
Runs,0,0,226
Balls,0,0,303
Highest,0,0,59
Average,0,0,10.76
SR,0,0,74.59
Not Out,0,0,2
Fours,0,0,20
Sixes,0,0,1
Ducks,0,0,7
