Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0-22,HKC W,T20I,Mong Kok,08 May 26,5.5,4,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0-17,MLYW,T20I,Mong Kok,08 May 26,4.2,4,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",2-16,MLYW,T20I,Mong Kok,07 May 26,4,4,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,0-8,MGLW,T20I,Hangzhou,25 Sep 25,2,4,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,3-12,HKC W,T20I,Hangzhou,23 Sep 25,3,4,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,4-16,MMRW,T20I,Hangzhou,22 Sep 25,5.3,3,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,0-11,MGLW,T20I,Hangzhou,20 Sep 25,5.5,2,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-8,OMANW,T20I,Kuala Lumpur,13 Feb 24,2.6,3,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-16,JPNW,T20I,Kuala Lumpur,11 Feb 24,6.9,2.3,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-30,UAEW,T20I,Bangi,10 Feb 24,7.5,4,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,1-5,MMRW,T20I,"Bangi, Malaysia",04 Sep 23,5,1,0
WOMENS EAST ASIA CUP 2023,1-10,HKC W,T20I,Hangzhou,25 May 23,10,1,0
