batter,runs,balls,fours,sixes,strike_rate,dismissal
Jake Fraser-McGurk,1,2,0,0,50.0,c Ayush Badoni b Thakur
Faf du Plessis,29,18,3,2,161.11,c David Miller b Ravi Bishnoi
Abishek Porel,0,2,0,0,0.0,c Pooran b Thakur
Sameer Rizvi,4,4,1,0,100.0,c Pant b M Siddharth
Axar Patel,22,11,3,1,200.0,c Pooran b Digvesh Rathi
Tristan Stubbs,34,22,1,3,154.55,b M Siddharth
Ashutosh Sharma,66,31,5,5,212.9,not out
Vipraj Nigam,39,15,5,2,260.0,c M Siddharth b Digvesh Rathi
Mitchell Starc,2,5,0,0,40.0,c Pant b Ravi Bishnoi
Kuldeep Yadav,5,5,1,0,100.0,run out (Pant/Prince Yadav)
Mohit Sharma,1,2,0,0,50.0,not out
