Stat,Test,ODI,T20,IPL
Matches,2,3,13,1
Innings,3,3,13,1
Runs,235,142,201,0
Balls,253,145,157,2
Highest,153,57,51,0
Average,78.33,47.33,15.46,0
SR,92.89,97.94,128.03,0.00
Not Out,0,0,0,0
Fours,18,18,27,0
Sixes,7,3,4,0
Ducks,0,0,2,1
