bowler,overs,maidens,runs,wickets,economy
Boult,4,1,16,1,4.0
Sandeep Sharma,4,0,32,1,8.0
Ashwin,4,0,23,2,5.8
Chahal,4,0,41,0,10.2
Holder,4,0,38,1,9.5
