batter,runs,balls,fours,sixes,strike_rate,dismissal
Sai Sudharsan,0,1,0,0,0.0,c Krish Bhagat b Jasprit Bumrah
Shubman Gill,14,13,3,0,107.69,c Naman Dhir b Ashwani Kumar
Jos Buttler,5,6,1,0,83.33,lbw b Hardik Pandya
Washington Sundar,26,17,5,0,152.94,c Naman Dhir b Mitchell Santner
Glenn Phillips,6,8,0,0,75.0,c and b Mitchell Santner
Rahul Tewatia,8,11,1,0,72.73,c Quinton de Kock b Ashwani Kumar
Shahrukh Khan,17,13,1,1,130.77,c Naman Dhir b Ashwani Kumar
Rashid Khan,4,6,0,0,66.67,c (sub)Raj Bawa b Ashwani Kumar
Kagiso Rabada,12,14,2,0,85.71,st Quinton de Kock b AM Ghazanfar
Ashok Sharma,1,3,0,0,33.33,not out
Mohammed Siraj,0,3,0,0,0.0,lbw b AM Ghazanfar
