batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,16,14,1,1,114.29,c Lewis b Hardik Pandya
Ambati Rayudu,22,19,4,0,115.79,lbw b Markande
Suresh Raina,4,6,0,0,66.67,c Krunal Pandya b Hardik Pandya
Kedar Jadhav,24,22,1,2,109.09,not out
MS Dhoni,5,5,0,0,100.0,lbw b Markande
Ravindra Jadeja,12,13,1,0,92.31,c Suryakumar Yadav b Mustafizur
Dwayne Bravo,68,30,3,7,226.67,c Rohit b Bumrah
Deepak Chahar,0,1,0,0,0.0,st Ishan Kishan b Markande
Harbhajan Singh,8,5,1,0,160.0,c Bumrah b McClenaghan
Mark Wood,1,3,0,0,33.33,c Mustafizur b Hardik Pandya
Imran Tahir,2,2,0,0,100.0,not out
