bowler,overs,maidens,runs,wickets,economy
Caleb Jasmat,4,0,22,0,5.5
Solomon Nash,4,2,6,3,1.5
Darius Visser,3,0,18,0,6.0
Samson Sola,4,1,10,3,2.5
Saumani Tiai,3,0,24,1,8.0
Daniel Burgess,2,0,12,1,6.0
