batter,runs,balls,fours,sixes,strike_rate,dismissal
Gede Priandana,3,10,0,0,30.0,lbw b Solomon Nash
Sudhakar Jegannathan,11,16,2,0,68.75,c Benjamin Mailata b Solomon Nash
Kavin Neeraj Chaddha,25,33,1,0,75.76,c Samson Sola b Daniel Burgess
Gaurav Tiwari,2,4,0,0,50.0,b Samson Sola
Kadek Gamantika,0,1,0,0,0.0,b Samson Sola
Muhammad Yudha Verdian,8,15,1,0,53.33,b Samson Sola
Dharma Kesuma,21,17,0,2,123.53,b Saumani Tiai
Danilson Hawoe,11,10,0,1,110.0,not out
Gede Arta,1,6,0,0,16.67,b Solomon Nash
Anjar Tadarus,8,8,1,0,100.0,not out
