Stat,Test,ODI,T20,IPL
Matches,0,0,77,0
Innings,0,0,71,0
Runs,0,0,1204,0
Balls,0,0,1056,0
Highest,0,0,117,0
Average,0,0,19.11,0
SR,0,0,114.02,0
Not Out,0,0,8,0
Fours,0,0,128,0
Sixes,0,0,46,0
Ducks,0,0,8,0
