batter,runs,balls,fours,sixes,strike_rate,dismissal
Irfan Pathan,21,21,2,0,100.0,not out
Dale Steyn,9,8,1,0,112.5,run out (Samson)
Moises Henriques,9,13,1,0,69.23,c A Rahane b Watson
Shikhar Dhawan,33,20,7,0,165.0,b Watson
Amit Mishra,0,2,0,0,0.0,run out (Samson)
Naman Ojha,17,19,1,0,89.47,b R Bhatia
Aaron Finch,9,10,1,0,90.0,c A Rahane b R Bhatia
Bhuvneshwar Kumar,0,1,0,0,0.0,not out
David Warner,6,7,0,0,85.71,st Samson b Tambe
Karn Sharma,0,1,0,0,0.0,c Samson b Watson
KL Rahul,18,18,2,0,100.0,b R Bhatia
