batter,runs,balls,fours,sixes,strike_rate,dismissal
Head,0,2,0,0,0.0,b Starc
Abhishek Sharma,3,4,0,0,75.0,c Russell b Vaibhav Arora
Tripathi,55,35,7,1,157.14,run out (Russell/Gurbaz)
Nitish Reddy,9,10,1,0,90.0,c Gurbaz b Starc
Shahbaz Ahmed,0,1,0,0,0.0,b Starc
Klaasen,32,21,3,1,152.38,c Rinku Singh b Chakaravarthy
Abdul Samad,16,12,0,2,133.33,c Shreyas Iyer b Harshit Rana
Sanvir Singh,0,1,0,0,0.0,b Narine
Cummins,30,24,2,2,125.0,c Gurbaz b Russell
Bhuvneshwar,0,4,0,0,0.0,lbw b Chakaravarthy
V Viyaskanth,7,5,0,0,140.0,not out
