Stat,Test,ODI,T20,IPL
Matches,32,124,137,35
Innings,44,92,92,21
Runs,1085,1580,1108,136
Balls,2300,1689,848,123
Highest,126,67,77,22
Average,25.83,26.78,20.52,17
SR,47.18,93.55,130.67,110.57
Not Out,2,33,38,13
Fours,120,115,90,9
Sixes,32,50,43,6
Ducks,3,3,6,1
