Stat,Test,ODI,T20,IPL
Matches,32,124,137,35
Innings,54,118,133,35
Balls,5551,5875,2832,687
Runs,2603,4717,3387,860
Maidens,188,26,3,0
Wickets,78,133,142,30
Avg,33.37,35.47,23.85,28.67
Eco,2.81,4.82,7.18,7.51
SR,71.17,44.17,19.94,22.9
BBI,7/53,5/50,4/11,3/11
BBM,13/157,5/50,4/11,3/11
