bowler,overs,maidens,runs,wickets,economy
Jaydev Unadkat,3,0,30,0,10.0
Nathan Coulter-Nile,4,0,42,0,10.5
Angelo Mathews,4,0,42,1,10.5
Amit Mishra,4,0,32,2,8.0
Imran Tahir,4,0,28,4,7.0
Yuvraj Singh,1,0,11,0,11.0
