Stat,Test,ODI,T20,IPL
Matches,0,0,38,0
Innings,0,0,1,0
Balls,0,0,24,0
Runs,0,0,35,0
Maidens,0,0,0,0
Wickets,0,0,2,0
Avg,0.0,0.0,17.5,0.0
Eco,0,0,8.75,0
SR,0.0,0.0,12.0,0.0
BBI,-/-,-/-,2/35,-/-
BBM,-/-,-/-,2/35,-/-
