bowler,overs,maidens,runs,wickets,economy
Albie Morkel,4,0,32,1,8.0
Sudeep Tyagi,3,0,18,2,6.0
Shadab Jakati,4,0,24,4,6.0
Muthiah Muralidaran,4,0,22,1,5.5
Suresh Raina,1,0,7,0,7.0
Lakshmipathy Balaji,3,0,26,0,8.67
Jacob Oram,1,0,14,0,14.0
