Stat,Test,ODI,T20,IPL
Matches,54,161,110,118
Innings,91,161,109,118
Runs,3300,7123,3095,3441
Balls,4652,7367,2176,2550
Highest,141,178,115,140
Average,38.82,46.56,30.95,31.28
SR,70.94,96.69,142.24,134.95
Not Out,6,8,9,8
Fours,411,801,313,334
Sixes,33,134,133,143
Ducks,7,5,10,4
