batter,runs,balls,fours,sixes,strike_rate,dismissal
Quinton de Kock,9,13,0,0,69.23,c Abhinav Manohar b Eshan Malinga
Sunil Narine,31,16,3,3,193.75,b Jaydev Unadkat
Ajinkya Rahane,15,8,3,0,187.5,c Abhishek Sharma b Jaydev Unadkat
Angkrish Raghuvanshi,14,18,1,0,77.78,c Nitish Reddy b Eshan Malinga
Rinku Singh,9,6,0,1,150.0,c Nitish Reddy b Harsh Dubey
Andre Russell,0,1,0,0,0.0,lbw b Harsh Dubey
Manish Pandey,37,23,2,3,160.87,c Abhinav Manohar b Jaydev Unadkat
Ramandeep Singh,13,5,0,2,260.0,b Harsh Dubey
Harshit Rana,34,21,2,3,161.9,c and b Eshan Malinga
Vaibhav Arora,0,1,0,0,0.0,run out (Jaydev Unadkat)
