batter,runs,balls,fours,sixes,strike_rate,dismissal
Ruturaj Gaikwad,24,18,4,0,133.33,c Aman Hakim Khan b Axar
Conway,10,13,1,0,76.92,lbw b Axar
Ajinkya Rahane,21,20,2,0,105.0,c and b Lalit Yadav
Moeen,7,12,0,0,58.33,c Mitchell Marsh b Kuldeep Yadav
Shivam Dube,25,12,0,3,208.33,c Warner b Mitchell Marsh
Rayudu,23,17,1,1,135.29,c Ripal Patel b Khaleel Ahmed
Ravindra Jadeja,21,16,1,1,131.25,c Axar b Mitchell Marsh
Dhoni,20,9,1,2,222.22,c Warner b Mitchell Marsh
D Chahar,1,2,0,0,50.0,not out
Tushar Deshpande,0,1,0,0,0.0,not out
