batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,3,7,0,0,42.86,c S Smith b Kane Richardson
Parthiv Patel,1,1,0,0,100.0,run out (A Rahane/Samson)
AB de Villiers,0,1,0,0,0.0,b Kane Richardson
Albie Morkel,7,13,1,0,53.85,c S Smith b Tambe
Virat Kohli,21,25,3,0,84.0,c Southee b Tambe
Ashok Dinda,0,3,0,0,0.0,lbw b Tambe
Yogesh Takawale,0,3,0,0,0.0,c Samson b Binny
Sachin Rana,3,8,0,0,37.5,b Watson
Ravi Rampaul,13,13,0,1,100.0,c Southee b Tambe
Mitchell Starc,18,16,2,0,112.5,c Binny b R Bhatia
