Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0-16,HKC W,T20I,Mong Kok,07 May 26,16,1,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,1-21,BTNW,T20I,Gelephu,27 Jan 26,7,3,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,0-13,HKC W,T20I,Gelephu,26 Jan 26,6.5,2,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,2-17,BTNW,T20I,Gelephu,24 Jan 26,4.2,4,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,1-18,HKC W,T20I,Gelephu,21 Jan 26,6,3,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,1-21,BTNW,T20I,Gelephu,20 Jan 26,5.2,4,1
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,0-13,THAIW,T20I,Bangkok,19 Dec 25,13,1,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,4-11,MMRW,T20I,Bangkok,18 Dec 25,3.4,3.2,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-11,HKC W,T20I,Kuala Lumpur,30 Nov 25,5.5,2,0
"NAMIBIA WOMEN TOUR OF MALAYSIA, 2024",1-10,NAMW,T20I,Kuala Lumpur,11 Dec 24,5,2,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-17,JPNW,T20I,Kuala Lumpur,14 Feb 24,4.2,4,1
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,2-15,BHRW,T20I,Kuala Lumpur,13 Feb 24,3.7,4,2
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-9,QATW,T20I,Kuala Lumpur,11 Feb 24,9,1,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-14,IDNW,T20I,Kuala Lumpur,10 Feb 24,4.6,3,0
"ASIAN GAMES WOMENS T20I, 2023",0-20,INDW,T20I,Hangzhou,21 Sep 23,10,2,0
"ASIAN GAMES WOMENS T20I, 2023",1-7,HKC W,T20I,Hangzhou,19 Sep 23,7,1,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,1-9,HKC W,T20I,Kuala Lumpur,15 Sep 23,4.5,2,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,2-9,HKC W,T20I,Kuala Lumpur,12 Sep 23,3,3,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,1-11,BTNW,T20I,Kuala Lumpur,04 Sep 23,3.6,3,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,2-12,BHRW,T20I,Kuala Lumpur,03 Sep 23,3,4,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,1-12,UAEW,T20I,"Bangi, Malaysia",01 Sep 23,4,3,0
"WOMENS ASIA CUP T20, 2022",0-15,THAIW,T20I,Sylhet,09 Oct 22,5,3,0
"WOMENS ASIA CUP T20, 2022",0-9,SLW,T20I,Sylhet,08 Oct 22,9,1,0
"WOMENS ASIA CUP T20, 2022",0-16,BANW,T20I,Sylhet,06 Oct 22,8,2,0
"WOMENS ASIA CUP T20, 2022",0-14,UAEW,T20I,Sylhet,05 Oct 22,3.5,4,0
"WOMENS ASIA CUP T20, 2022",0-37,INDW,T20I,Sylhet,03 Oct 22,12.3,3,0
"MALAYSIA WOMEN TOUR OF SINGAPORE, 2022",1-11,SINW,T20I,Singapore,09 Jul 22,5.5,2,0
"MALAYSIA WOMEN TOUR OF SINGAPORE, 2022",2-20,SINW,T20I,Singapore,08 Jul 22,5,4,0
ACC WOMENS T20 CHAMPIONSHIP 2022,1-17,OMANW,T20I,Kuala Lumpur,22 Jun 22,5.6,3,0
ACC WOMENS T20 CHAMPIONSHIP 2022,1-7,SINW,T20I,Kuala Lumpur,17 Jun 22,7,1,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,1-14,KENW,T20I,Kuala Lumpur,23 Jan 22,7,2,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,0-28,SLW,T20I,Kuala Lumpur,22 Jan 22,9.3,3,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,1-21,SCOW,T20I,Kuala Lumpur,19 Jan 22,5.2,4,0
COMMONWEALTH GAMES WOMENS CRICKET QUALIFIER 2022,2-14,BANW,T20I,Kuala Lumpur,18 Jan 22,7,2,0
"SAUDARI CUP, 2019",1-10,SINW,T20I,Singapore,28 Aug 19,2.5,4,1
THAILAND WOMENS T20 SMASH 2019,3-25,MMRW,T20I,Bangkok,18 Jan 19,6.2,4,0
THAILAND WOMENS T20 SMASH 2019,1-7,CHNW,T20I,Bangkok,16 Jan 19,1.7,4,1
THAILAND WOMENS T20 SMASH 2019,0-12,NEPW,T20I,Bangkok,13 Jan 19,4,3,0
