Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"GIBRALTAR TOUR OF MALTA, 2026",2-17,GIB,T20I,Marsa,08 May 26,5.6,3,0
"GIBRALTAR TOUR OF MALTA, 2026",0-24,GIB,T20I,Marsa,08 May 26,6,4,0
"GIBRALTAR TOUR OF MALTA, 2026",0-18,GIB,T20I,Marsa,07 May 26,9,2,0
"GIBRALTAR TOUR OF MALTA, 2026",3-33,GIB,T20I,Marsa,07 May 26,11,3,0
