batter,runs,balls,fours,sixes,strike_rate,dismissal
Philip Salt,63,38,4,3,165.79,c Tristan Stubbs b Kuldeep Yadav
Virat Kohli,19,13,3,0,146.15,c Pathum Nissanka b Lungi Ngidi
Devdutt Padikkal,18,13,1,1,138.46,c David Miller b Axar Patel
Rajat Patidar,8,4,0,1,200.0,c KL Rahul b Mukesh Kumar
Tim David,26,17,3,1,152.94,c T Natarajan b Axar Patel
Jitesh Sharma,14,20,1,0,70.0,c David Miller b Lungi Ngidi
Romario Shepherd,1,4,0,0,25.0,lbw b Kuldeep Yadav
Krunal Pandya,12,10,0,1,120.0,run out (KL Rahul/Lungi Ngidi)
Bhuvneshwar Kumar,3,2,0,0,150.0,not out
