Stat,Test,ODI,T20,IPL
Matches,0,0,0,22
Innings,0,0,0,13
Runs,0,0,0,132
Balls,0,0,0,93
Highest,0,0,0,58
Average,0,0,0,22
SR,0,0,0,141.94
Not Out,0,0,0,7
Fours,0,0,0,7
Sixes,0,0,0,9
Ducks,0,0,0,1
