Stat,Test,ODI,T20,IPL
Matches,0,0,24,0
Innings,0,0,24,0
Balls,0,0,485,0
Runs,0,0,525,0
Maidens,0,0,1,0
Wickets,0,0,24,0
Avg,0.0,0.0,21.88,0.0
Eco,0,0,6.49,0
SR,0.0,0.0,20.21,0.0
BBI,-/-,-/-,4/12,-/-
BBM,-/-,-/-,4/12,-/-
