batter,runs,balls,fours,sixes,strike_rate,dismissal
Brett Lee,3,3,0,0,100.0,c Pollard b Khan
Yuvraj Singh,2,3,0,0,66.67,c Harbhajan Singh b Bravo
Irfan Pathan,18,14,1,0,128.57,c Harbhajan Singh b Malinga
Mahela Jayawardene,20,18,2,0,111.11,run out (Malinga/Rayudu)
Piyush Chawla,22,13,3,0,169.23,run out (McLaren)
Shaun Marsh,57,47,6,1,121.28,b Malinga
Ravi Bopara,1,4,0,0,25.0,lbw b Khan
Karan Goel,1,3,0,0,33.33,b Malinga
Manvinder Bisla,11,10,1,0,110.0,c Khan b Malinga
Vikramjeet Singh Malik,6,5,1,0,120.0,b Khan
Shalabh Srivastava,1,1,0,0,100.0,not out
