Stat,Test,ODI,T20,IPL
Matches,0,0,18,0
Innings,0,0,5,0
Balls,0,0,74,0
Runs,0,0,103,0
Maidens,0,0,0,0
Wickets,0,0,5,0
Avg,0.0,0.0,20.6,0.0
Eco,0,0,8.35,0
SR,0.0,0.0,14.8,0.0
BBI,-/-,-/-,3/22,-/-
BBM,-/-,-/-,3/22,-/-
