over,runs,wickets
1,2,0
2,3,0
3,11,0
4,4,0
5,11,0
6,5,0
7,1,0
8,9,0
9,8,0
10,3,0
11,20,0
12,8,0
13,8,0
14,2,0
15,7,0
16,5,0
17,8,0
18,9,0
19,12,0
20,11,0
