batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,1,4,0,0,25.0,c S Nadeem b M Morkel
Robin Uthappa,60,58,6,0,103.45,not out
Jesse Ryder,0,2,0,0,0.0,b I Pathan
Manish Pandey,80,56,7,3,142.86,not out
