Stat,Test,ODI,T20,IPL
Matches,0,13,25,99
Innings,0,12,25,99
Balls,0,510,540,1978
Runs,0,489,747,2727
Maidens,0,5,2,7
Wickets,0,16,31,89
Avg,0.0,30.56,24.1,30.64
Eco,0,5.75,8.3,8.27
SR,0.0,31.88,17.42,22.22
BBI,-/-,3/27,6/7,4/13
BBM,-/-,3/27,6/7,4/13
