batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,26,16,4,0,162.5,c Rayudu b Bravo
Tillakaratne Dilshan,17,12,3,0,141.67,b Malinga
Farveez Maharoof,28,18,2,2,155.56,st Tare b Jayasuriya
Dinesh Karthik,16,6,3,0,266.67,st Tare b Harbhajan Singh
AB de Villiers,11,11,2,0,100.0,b Bravo
Mithun Manhas,1,3,0,0,33.33,c Sathish b Jayasuriya
Amit Mishra,3,5,0,0,60.0,b Pollard
Pradeep Sangwan,4,9,0,0,44.44,run out (Bravo)
Dirk Nannes,3,11,0,0,27.27,b Harbhajan Singh
Sarabjit Ladda,0,8,0,0,0.0,not out
