batter,runs,balls,fours,sixes,strike_rate,dismissal
de Kock,1,3,0,0,33.33,c Ashwani Kumar b D Chahar
Narine,0,2,0,0,0.0,b Boult
Ajinkya Rahane,11,7,1,1,157.14,c Tilak Varma b Ashwani Kumar
Angkrish Raghuvanshi,26,16,3,1,162.5,c Naman Dhir b Hardik Pandya
Venkatesh Iyer,3,9,0,0,33.33,c Rickelton b D Chahar
Rinku Singh,17,14,1,1,121.43,c Naman Dhir b Ashwani Kumar
Manish Pandey,19,14,2,1,135.71,b Ashwani Kumar
Russell,5,11,1,0,45.45,b Ashwani Kumar
Ramandeep Singh,22,12,1,2,183.33,c Hardik Pandya b Santner
Harshit Rana,4,8,0,0,50.0,c Naman Dhir b Vignesh Puthur
Spencer Johnson,1,3,0,0,33.33,not out
