batter,runs,balls,fours,sixes,strike_rate,dismissal
Virat Kohli,18,7,1,2,257.14,c and b Harshit Rana
Faf du Plessis,7,7,1,0,100.0,c Venkatesh Iyer b Chakaravarthy
Will Jacks,55,32,4,5,171.88,c Angkrish Raghuvanshi b Russell
Rajat Patidar,52,23,3,5,226.09,c Harshit Rana b Russell
Cameron Green,6,4,0,1,150.0,c Ramandeep Singh b Narine
Suyash Prabhudessai,24,18,3,0,133.33,c Angkrish Raghuvanshi b Harshit Rana
Mahipal Lomror,4,3,1,0,133.33,c and b Narine
Dinesh Karthik,25,18,3,1,138.89,c Salt b Russell
Karn Sharma,20,7,0,3,285.71,c and b Starc
Lockie Ferguson,1,1,0,0,100.0,run out (Ramandeep Singh /Salt)
