Stat,Test,ODI,T20,IPL
Matches,3,14,8,15
Innings,5,9,3,1
Runs,33,41,10,3
Balls,113,114,21,5
Highest,23,17,9,3
Average,8.25,13.67,5,0
SR,29.21,35.97,47.62,60.00
Not Out,1,6,1,1
Fours,4,2,0,0
Sixes,0,0,0,0
Ducks,2,0,0,0
