Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-41,DC,T20,Jaipur,01 May 26,13.6,3,0
INDIAN PREMIER LEAGUE 2026,1-59,PBKS,T20,New Chandigarh,28 Apr 26,14.7,4,0
INDIAN PREMIER LEAGUE 2026,0-50,SRH,T20,Jaipur,25 Apr 26,15.1,3.3,0
INDIAN PREMIER LEAGUE 2026,2-27,LSG,T20,Lucknow,22 Apr 26,6.7,4,0
INDIAN PREMIER LEAGUE 2026,1-20,KKR,T20,Kolkata,19 Apr 26,10,2,0
INDIAN PREMIER LEAGUE 2026,0-31,SRH,T20,Hyderabad,13 Apr 26,7.7,4,0
INDIAN PREMIER LEAGUE 2026,0-32,RCB,T20,Guwahati,10 Apr 26,10.6,3,0
INDIAN PREMIER LEAGUE 2026,2-21,MI,T20,Guwahati,07 Apr 26,10.5,2,0
INDIAN PREMIER LEAGUE 2026,1-29,GT,T20,Ahmedabad,04 Apr 26,9.6,3,0
INDIAN PREMIER LEAGUE 2026,2-26,CSK,T20,Guwahati,30 Mar 26,6.5,4,0
"SOUTH AFRICA TOUR OF INDIA, 2025",1-43,IND,ODI,Raipur,03 Dec 25,7,6.1,0
"SOUTH AFRICA TOUR OF INDIA, 2025",2-65,IND,ODI,Ranchi,30 Nov 25,6.5,10,0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",1-29,PAK,ODI,Faisalabad,08 Nov 25,5.8,5,1
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",4-46,PAK,ODI,Faisalabad,06 Nov 25,4.6,10,0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",0-14,PAK,T20I,Lahore,31 Oct 25,7,2,0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",0-35,PAK,T20I,Rawalpindi,28 Oct 25,8.7,4,0
SOUTH AFRICA TOUR OF NAMIBIA 2025,2-21,NAM,T20I,Windhoek,11 Oct 25,5.2,4,0
"SOUTH AFRICA TOUR OF ENGLAND, 2025",0-95,ENG,ODI,Southampton,07 Sep 25,9.5,10,0
"SOUTH AFRICA TOUR OF ENGLAND, 2025",3-63,ENG,ODI,London,04 Sep 25,6.3,10,0
"SOUTH AFRICA TOUR OF ENGLAND, 2025",1-28,ENG,ODI,Leeds,02 Sep 25,7,4,0
"SOUTH AFRICA TOUR OF AUSTRALIA, 2025",2-23,AUS,ODI,Mackay,22 Aug 25,3.8,6,0
"SOUTH AFRICA TOUR OF AUSTRALIA, 2025",2-54,AUS,ODI,Cairns,19 Aug 25,6.7,8,1
"ZIMBABWE T20I TRI-SERIES, 2025",1-41,NZ,T20I,Harare,26 Jul 25,10.2,4,0
"ZIMBABWE T20I TRI-SERIES, 2025",1-20,ZIM,T20I,Harare,20 Jul 25,5,4,0
"ZIMBABWE T20I TRI-SERIES, 2025",1-22,ZIM,T20I,Harare,14 Jul 25,5.5,4,0
"AFGHANISTAN V SOUTH AFRICA IN UAE, 2024",1-68,AFG,ODI,Sharjah,20 Sep 24,6.8,10,0
"AFGHANISTAN V SOUTH AFRICA IN UAE, 2024",0-28,AFG,ODI,Sharjah,18 Sep 24,4.6,6,0
"SOUTH AFRICA TOUR OF WEST INDIES, 2024",0-47,WI,T20I,"Tarouba, Trinidad",23 Aug 24,15.6,3,0
"SOUTH AFRICA TOUR OF WEST INDIES, 2024",3-49 & 0-34,WI,Test,Guyana,15 Aug 24,4 & 2.6,12 & 13,2 & 3
INDIAN PREMIER LEAGUE 2024,1-21,CSK,T20,Chennai,12 May 24,7,3,0
INDIAN PREMIER LEAGUE 2024,1-33,RCB,T20,Jaipur,06 Apr 24,8.2,4,0
INDIAN PREMIER LEAGUE 2024,2-32,MI,T20,Mumbai,01 Apr 24,8,4,0
INDIAN PREMIER LEAGUE 2024,2-29,DC,T20,Jaipur,28 Mar 24,9.6,3,0
INDIAN PREMIER LEAGUE 2024,1-30,LSG,T20,Jaipur,24 Mar 24,10,3,0
"INDIA TOUR OF SOUTH AFRICA, 2023-24",3-42 & 1-29,IND,Test,Cape Town,03 Jan 24,5.2 & 7.2,8 & 4,2 & 0
"INDIA TOUR OF SOUTH AFRICA, 2023-24",3-50 & 4-33,IND,Test,Centurion,26 Dec 23,3.2 & 3.3,15.4 & 10,4 & 3
"INDIA TOUR OF SOUTH AFRICA, 2023-24",2-64,IND,ODI,Paarl,21 Dec 23,7.1,9,0
"INDIA TOUR OF SOUTH AFRICA, 2023-24",3-30,IND,ODI,Gqeberha,19 Dec 23,3,10,0
"INDIA TOUR OF SOUTH AFRICA, 2023-24",0-35,IND,ODI,Johannesburg,17 Dec 23,6.4,5.4,1
"INDIA TOUR OF SOUTH AFRICA, 2023-24",1-39,IND,T20I,Johannesburg,14 Dec 23,9.7,4,0
