over,runs,wickets
1,0,0
2,4,0
3,1,0
4,11,0
5,12,0
6,14,0
7,4,0
8,8,0
9,8,0
10,12,0
11,10,0
12,9,0
13,6,0
14,12,0
15,11,0
16,7,0
17,9,0
18,6,0
19,19,0
20,13,0
