batter,runs,balls,fours,sixes,strike_rate,dismissal
Mohammad Kaif,14,16,1,0,87.5,c B Hodge b J Botha
Zaheer Khan,0,3,0,0,0.0,c A Rahane b B Hogg
Muthiah Muralidaran,6,8,0,0,75.0,c A Rahane b A Singh
Daniel Vettori,1,2,0,0,50.0,b S Trivedi
Chris Gayle,8,9,0,1,88.89,b Pankaj Singh
AB de Villiers,6,9,0,0,66.67,b S Trivedi
Virat Kohli,22,18,2,0,122.22,b S Trivedi
Vinay Kumar,11,9,1,0,122.22,b A Singh
Saurabh Tiwary,17,16,0,1,106.25,b S Trivedi
Sreenath Aravind,14,8,3,0,175.0,not out
Mayank Agarwal,34,21,3,3,161.9,c Owais Shah b Pankaj Singh
