batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,0,4,0,0,0.0,lbw b Bhuvneshwar
Harbhajan Singh,21,22,2,0,95.45,not out
Rohit Sharma,5,3,1,0,166.67,b Nehra
Kieron Pollard,11,13,2,0,84.62,c Barinder b Henriques
Tim Southee,3,4,0,0,75.0,c N Ojha b Mustafizur
Jos Buttler,2,2,0,0,100.0,c N Ojha b Nehra
Ambati Rayudu,6,6,1,0,100.0,c Williamson b Nehra
Mitchell McClenaghan,8,9,1,0,88.89,c Henriques b Mustafizur
Jasprit Bumrah,6,9,1,0,66.67,c N Ojha b Barinder
Hardik Pandya,7,16,0,0,43.75,c N Ojha b Mustafizur
Krunal Pandya,17,11,2,1,154.55,c Dhawan b Barinder
