Stat,Test,ODI,T20,IPL
Matches,0,13,26,47
Innings,0,6,13,16
Runs,0,46,85,30
Balls,0,64,85,53
Highest,0,26,15,8
Average,0,9.2,9.44,3
SR,0,71.88,100.00,56.61
Not Out,0,1,4,6
Fours,0,5,2,2
Sixes,0,0,7,1
Ducks,0,1,1,2
