Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,2-22,DC,T20,Delhi,05 May 26,7.3,3,0
INDIAN PREMIER LEAGUE 2026,2-26,MI,T20,Chennai,02 May 26,6.5,4,0
INDIAN PREMIER LEAGUE 2026,1-29,GT,T20,Chennai,26 Apr 26,7.2,4,0
INDIAN PREMIER LEAGUE 2026,2-24,MI,T20,Mumbai,23 Apr 26,6,4,0
INDIAN PREMIER LEAGUE 2026,0-33,SRH,T20,Hyderabad,18 Apr 26,8.2,4,0
INDIAN PREMIER LEAGUE 2026,3-21,KKR,T20,Chennai,14 Apr 26,5.2,4,0
INDIAN PREMIER LEAGUE 2026,1-36,DC,T20,Chennai,11 Apr 26,12,3,0
INDIAN PREMIER LEAGUE 2026,0-49,RCB,T20,Bengaluru,05 Apr 26,12.2,4,0
INDIAN PREMIER LEAGUE 2026,0-38,PBKS,T20,Chennai,03 Apr 26,9.5,4,0
INDIAN PREMIER LEAGUE 2026,0-24,RR,T20,Guwahati,30 Mar 26,12,2,0
ICC MEN'S T20 WORLD CUP 2026,0-35,UAE,T20I,Delhi,16 Feb 26,11.6,3,0
ICC MEN'S T20 WORLD CUP 2026,0-35,RSA,T20I,Ahmedabad,11 Feb 26,11.6,3,0
"AFGHANISTAN V WEST INDIES IN UAE, 2026",0-32,WI,T20I,Dubai,21 Jan 26,16,2,0
"AFGHANISTAN V WEST INDIES IN UAE, 2026",2-34,WI,T20I,Dubai,19 Jan 26,11.3,3,0
AFGHANISTAN VS BANGLADESH IN UAE 2025,1-40,BAN,T20I,Sharjah,03 Oct 25,10,4,0
AFGHANISTAN VS BANGLADESH IN UAE 2025,1-21,BAN,T20I,Sharjah,02 Oct 25,5.2,4,0
ASIA CUP 2025,1-37,SL,T20I,Abu Dhabi,18 Sep 25,12.3,3,0
ASIA CUP 2025,2-23,BAN,T20I,Abu Dhabi,16 Sep 25,5.7,4,0
ASIA CUP 2025,1-16,HKC,T20I,Abu Dhabi,09 Sep 25,4,4,0
UNITED ARAB EMIRATES T20I TRI-SERIES 2025,2-17,PAK,T20I,Sharjah,07 Sep 25,4.2,4,0
UNITED ARAB EMIRATES T20I TRI-SERIES 2025,1-23,UAE,T20I,Sharjah,05 Sep 25,5.7,4,0
UNITED ARAB EMIRATES T20I TRI-SERIES 2025,2-20,PAK,T20I,Sharjah,02 Sep 25,5,4,0
INDIAN PREMIER LEAGUE 2025,3-21,GT,T20,Ahmedabad,25 May 25,5.2,4,0
INDIAN PREMIER LEAGUE 2025,1-42,RR,T20,Delhi,20 May 25,14,3,0
INDIAN PREMIER LEAGUE 2025,4-31,KKR,T20,Kolkata,07 May 25,7.7,4,0
INDIAN PREMIER LEAGUE 2025,1-26,RCB,T20,Bengaluru,03 May 25,6.5,4,0
INDIAN PREMIER LEAGUE 2025,1-39,PBKS,T20,Chennai,30 Apr 25,9.7,4,0
INDIAN PREMIER LEAGUE 2025,2-42,SRH,T20,Chennai,25 Apr 25,10.5,4,0
INDIAN PREMIER LEAGUE 2025,0-36,MI,T20,Mumbai,20 Apr 25,12,3,0
INDIAN PREMIER LEAGUE 2025,0-13,LSG,T20,Lucknow,14 Apr 25,3.2,4,0
INDIAN PREMIER LEAGUE 2025,1-8,KKR,T20,Chennai,11 Apr 25,4,2,0
INDIAN PREMIER LEAGUE 2025,1-32,PBKS,T20,New Chandigarh,08 Apr 25,10.6,3,0
INDIAN PREMIER LEAGUE 2025,1-36,DC,T20,Chennai,05 Apr 25,12,3,0
INDIAN PREMIER LEAGUE 2025,2-28,RR,T20,Guwahati,30 Mar 25,7,4,0
INDIAN PREMIER LEAGUE 2025,3-36,RCB,T20,Chennai,28 Mar 25,9,4,0
INDIAN PREMIER LEAGUE 2025,4-18,MI,T20,Chennai,23 Mar 25,4.5,4,0
