Stat,Test,ODI,T20,IPL
Matches,0,13,26,47
Innings,0,13,25,47
Balls,0,635,480,1008
Runs,0,644,597,1369
Maidens,0,1,0,0
Wickets,0,10,20,59
Avg,0.0,64.4,29.85,23.2
Eco,0,6.09,7.46,8.15
SR,0.0,63.5,24.0,17.08
BBI,-/-,3/49,4/10,4/18
BBM,-/-,3/49,4/10,4/18
