batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,28,28,2,1,100.0,c A Rayudu b L Malinga
Dinesh Karthik,31,24,4,1,129.17,c A Blizzard b M Patel
David Hussey,0,3,0,0,0.0,c A Blizzard b M Patel
Shaun Marsh,43,34,5,0,126.47,c K Pollard b M Patel
Praveen Kumar,2,2,0,0,100.0,b L Malinga
Ryan Harris,6,4,1,0,150.0,c K Pollard b M Patel
Paul Valthaty,14,14,3,0,100.0,c A Blizzard b M Patel
Bipul Sharma,6,4,0,0,150.0,not out
Shalabh Srivastava,3,2,0,0,150.0,not out
Mandeep Singh,8,5,0,1,160.0,run out (L Malinga)
