over,runs,wickets
1,12,0
2,3,0
3,6,0
4,9,0
5,6,0
6,3,0
7,2,0
8,2,0
9,7,0
10,11,0
11,6,0
12,6,0
13,4,0
14,4,0
15,9,0
16,7,0
17,6,0
18,3,0
19,20,0
20,11,0
