batter,runs,balls,fours,sixes,strike_rate,dismissal
Jos Buttler,21,16,1,2,131.25,c Chakravarthy b Shivam Mavi
Steven Smith,3,7,0,0,42.86,c Karthik b Cummins
Sanju Samson,8,9,1,0,88.89,c Narine b Shivam Mavi
Robin Uthappa,2,7,0,0,28.57,c Shivam Mavi b K Nagarkoti
Riyan Parag,1,6,0,0,16.67,c Shubman Gill b K Nagarkoti
Rahul Tewatia,14,10,0,1,140.0,b Chakravarthy
Tom Curran,54,36,2,3,150.0,not out
Shreyas Gopal,5,7,0,0,71.43,c Karthik b Narine
Jofra Archer,6,4,0,1,150.0,c K Nagarkoti b Chakravarthy
Jaydev Unadkat,9,13,0,0,69.23,c K Nagarkoti b Kuldeep Yadav
Ankit Rajpoot,7,5,0,1,140.0,not out
