bowler,overs,maidens,runs,wickets,economy
Ryan Harris,4.0,0,34,2,8.5
Dwayne Smith,2.5,0,22,1,8.8
RP Singh,4.0,0,17,3,4.25
Harmeet Singh Bansal,4.0,0,25,2,6.25
Andrew Symonds,2.0,0,18,0,9.0
Pragyan Ojha,3.0,0,37,1,12.33
