Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,1*(1),RCB,T20,Lucknow,07 May 26,100,0,0
INDIAN PREMIER LEAGUE 2026,31*(25),MI,T20,Mumbai,04 May 26,124,1,1
INDIAN PREMIER LEAGUE 2026,31(27),KKR,T20,Lucknow,26 Apr 26,114.8,2,1
INDIAN PREMIER LEAGUE 2026,0(6),RR,T20,Lucknow,22 Apr 26,0,0,0
INDIAN PREMIER LEAGUE 2026,42(22),PBKS,T20,New Chandigarh,19 Apr 26,190.9,3,3
INDIAN PREMIER LEAGUE 2026,12(8),RCB,T20,Bengaluru,15 Apr 26,150,0,1
INDIAN PREMIER LEAGUE 2026,30(21),GT,T20,Lucknow,12 Apr 26,142.8,5,1
INDIAN PREMIER LEAGUE 2026,22(15),KKR,T20,Kolkata,09 Apr 26,146.6,2,1
INDIAN PREMIER LEAGUE 2026,45(27),SRH,T20,Hyderabad,05 Apr 26,166.6,6,2
INDIAN PREMIER LEAGUE 2026,11(8),DC,T20,Lucknow,01 Apr 26,137.5,1,1
ICC MEN'S T20 WORLD CUP 2026,18(20),NZ,T20I,Kolkata,04 Mar 26,90,1,1
ICC MEN'S T20 WORLD CUP 2026,4(5),ZIM,T20I,Delhi,01 Mar 26,80,0,0
ICC MEN'S T20 WORLD CUP 2026,82*(46),WI,T20I,Ahmedabad,26 Feb 26,178.2,7,4
ICC MEN'S T20 WORLD CUP 2026,4(7),IND,T20I,Ahmedabad,22 Feb 26,57.1,0,0
ICC MEN'S T20 WORLD CUP 2026,28(11),UAE,T20I,Delhi,18 Feb 26,254.5,5,1
ICC MEN'S T20 WORLD CUP 2026,86*(44),NZ,T20I,Ahmedabad,14 Feb 26,195.4,8,4
ICC MEN'S T20 WORLD CUP 2026,5(8),AFG,T20I,Ahmedabad,11 Feb 26,62.5,1,0
ICC MEN'S T20 WORLD CUP 2026,59(32),CAN,T20I,Ahmedabad,09 Feb 26,184.3,10,1
"WEST INDIES TOUR OF SOUTH AFRICA, 2026",2(4),WI,T20I,Johannesburg,31 Jan 26,50,0,0
"WEST INDIES TOUR OF SOUTH AFRICA, 2026",15(12),WI,T20I,Centurion,29 Jan 26,125,1,1
"WEST INDIES TOUR OF SOUTH AFRICA, 2026",86*(47),WI,T20I,Paarl,27 Jan 26,182.9,9,3
"SOUTH AFRICA TOUR OF INDIA, 2025",6(4),IND,T20I,Ahmedabad,19 Dec 25,150,1,0
"SOUTH AFRICA TOUR OF INDIA, 2025",61(46),IND,T20I,Dharamsala,14 Dec 25,132.6,6,2
"SOUTH AFRICA TOUR OF INDIA, 2025",29(26),IND,T20I,New Chandigarh,11 Dec 25,111.5,1,2
"SOUTH AFRICA TOUR OF INDIA, 2025",14(14),IND,T20I,Cuttack,09 Dec 25,100,1,1
"SOUTH AFRICA TOUR OF INDIA, 2025",1(3),IND,ODI,Visakhapatnam,06 Dec 25,33.3,0,0
"SOUTH AFRICA TOUR OF INDIA, 2025",110(98),IND,ODI,Raipur,03 Dec 25,112.2,10,4
"SOUTH AFRICA TOUR OF INDIA, 2025",7(15),IND,ODI,Ranchi,30 Nov 25,46.6,1,0
"SOUTH AFRICA TOUR OF INDIA, 2025",38 & 29,IND,Test,Guwahati,22 Nov 25,46.9 & 34.5,5 & 3,0 & 0
"SOUTH AFRICA TOUR OF INDIA, 2025",31 & 4,IND,Test,Kolkata,14 Nov 25,64.5 & 17.3,5 & 0,1 & 0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",32 & 42,PAK,Test,Rawalpindi,20 Oct 25,51.6 & 93.3,4 & 8,1 & 0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",20 & 3,PAK,Test,Lahore,12 Oct 25,54 & 27.2,1 & 0,0 & 0
