Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-9,KKR,T20,Lucknow,26 Apr 26,4.5,2,0
INDIAN PREMIER LEAGUE 2026,0-32,PBKS,T20,New Chandigarh,19 Apr 26,32,1,0
INDIAN PREMIER LEAGUE 2026,0-15,GT,T20,Lucknow,12 Apr 26,10.7,1.4,0
INDIAN PREMIER LEAGUE 2026,0-13,DC,T20,Lucknow,01 Apr 26,13,1,0
ICC MEN'S T20 WORLD CUP 2026,0-11,ZIM,T20I,Delhi,01 Mar 26,11,1,0
ICC MEN'S T20 WORLD CUP 2026,1-5,IND,T20I,Ahmedabad,22 Feb 26,5,1,0
ICC MEN'S T20 WORLD CUP 2026,0-15,NZ,T20I,Ahmedabad,14 Feb 26,15,1,0
ICC MEN'S T20 WORLD CUP 2026,0-14,AFG,T20I,Ahmedabad,11 Feb 26,14,1,0
"WEST INDIES TOUR OF SOUTH AFRICA, 2026",0-18,WI,T20I,Johannesburg,31 Jan 26,18,1,0
"WEST INDIES TOUR OF SOUTH AFRICA, 2026",0-19,WI,T20I,Centurion,29 Jan 26,9.5,2,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-17,IND,ODI,Visakhapatnam,06 Dec 25,8.5,2,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-48,IND,ODI,Raipur,03 Dec 25,8.7,5.5,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-26 & 0-2,IND,Test,Guwahati,22 Nov 25,2.6 & 1,10 & 2,1 & 0
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB & 1-5,IND,Test,Kolkata,14 Nov 25,DNB & 1.6,DNB & 3,DNB & 0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",0-12 & DNB,PAK,Test,Rawalpindi,20 Oct 25,3 & DNB,4 & DNB,0 & DNB
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",0-6 & DNB,PAK,Test,Lahore,12 Oct 25,6 & DNB,1 & DNB,0 & DNB
"SOUTH AFRICA TOUR OF ENGLAND, 2025",0-19,ENG,T20I,Manchester,12 Sep 25,19,1,0
"SOUTH AFRICA TOUR OF ENGLAND, 2025",0-27,ENG,ODI,London,04 Sep 25,13.5,2,0
