over,runs,wickets
1,3,0
2,7,0
3,2,0
4,22,0
5,5,0
6,5,0
7,8,0
8,9,0
9,3,0
10,5,0
11,5,0
12,10,0
13,8,0
14,10,0
15,14,0
16,3,0
17,10,0
18,9,0
19,14,0
20,15,0
